a;13/12/2024 10:34:34;0
star treck fodido;13/12/2024 11:13:04;0
a;2024-12-13 12:42:31;4
a;2024-12-13 20:41:11;4
a;13/12/2024 20:49:50;0
a;2024-12-13 20:50:20;4
a;2024-12-13 20:54:58;4
a;13/12/2024 21:01:35;0
jj;2024-12-13 21:06:42;3
a;2024-12-13 21:12:19;4
a;2024-12-13 21:15:08;4
a;2024-12-13 21:19:04;4
